Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
33689100,06/25/2016 03:00:36 AM,06/25/2016 03:22:03 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,6 STRONG PLACE,STRONG PLACE,KANE STREET,DE GRAW STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/25/2016 11:00:36 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/25/2016 03:22:03 AM,06 BROOKLYN,BROOKLYN,984955,189223,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68605016630282,-73.99745798323337,"(40.68605016630282, -73.99745798323337)"
33689106,06/25/2016 10:38:57 PM,06/25/2016 11:16:20 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,11 DWIGHT STREET,DWIGHT STREET,DELEVAN STREET,VERONA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/26/2016 06:38:57 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/25/2016 11:16:20 PM,06 BROOKLYN,BROOKLYN,982498,186420,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67835642379345,-74.00631645330512,"(40.67835642379345, -74.00631645330512)"
33689836,06/25/2016 10:53:46 PM,06/25/2016 11:16:21 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,DWIGHT STREET,DWIGHT STREET,DELEVAN STREET,VERONA STREET,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,06/26/2016 06:53:46 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/25/2016 11:16:21 PM,06 BROOKLYN,BROOKLYN,982449,186368,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67821368572366,-74.00649309820479,"(40.67821368572366, -74.00649309820479)"
33690717,06/26/2016 12:27:39 AM,06/26/2016 01:01:46 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,92 4 PLACE,4 PLACE,CLINTON STREET,COURT STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/26/2016 08:27:39 AM,The Police Department responded to the complaint and took action to fix the condition.,06/26/2016 01:01:46 AM,06 BROOKLYN,BROOKLYN,984628,186296,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67801623714803,-73.99863721052051,"(40.67801623714803, -73.99863721052051)"
33690799,06/25/2016 11:59:07 PM,06/26/2016 02:39:04 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11231,9 DWIGHT STREET,DWIGHT STREET,DELEVAN STREET,VERONA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/26/2016 07:59:07 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/26/2016 02:39:04 AM,06 BROOKLYN,BROOKLYN,982511,186435,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67839759796297,-74.00626958851551,"(40.67839759796297, -74.00626958851551)"
33690876,06/26/2016 12:17:07 AM,06/26/2016 05:49:12 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,105 2 PLACE,2 PLACE,COURT STREET,NYCTA SUBWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/26/2016 08:17:07 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/26/2016 05:49:12 AM,06 BROOKLYN,BROOKLYN,985094,186807,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67941878430936,-73.9969570938863,"(40.67941878430936, -73.9969570938863)"
33691947,06/26/2016 06:17:28 PM,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11231,433 COURT STREET,COURT STREET,3 PLACE,4 PLACE,,,ADDRESS,BROOKLYN,,N/A,Open,07/06/2016 06:17:28 PM,Your complaint has been submitted to the New York City Economic Development Corporation for further investigation. Status will be available in 10 business days.,,06 BROOKLYN,BROOKLYN,984859,186430,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67838402395995,-73.9978043826188,"(40.67838402395995, -73.9978043826188)"
33692093,06/26/2016 10:23:53 AM,06/26/2016 11:05:43 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11231,215 UNION STREET,UNION STREET,HENRY STREET,CLINTON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/26/2016 06:23:53 PM,The Police Department responded to the complaint and took action to fix the condition.,06/26/2016 11:05:43 AM,06 BROOKLYN,BROOKLYN,984470,188235,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.683338357285194,-73.99920677879966,"(40.683338357285194, -73.99920677879966)"
33692208,06/26/2016 09:31:24 AM,06/26/2016 10:01:57 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11231,253 VAN BRUNT STREET,VAN BRUNT STREET,VERONA STREET,VISITATION PLACE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/26/2016 05:31:24 PM,The Police Department responded to the complaint and took action to fix the condition.,06/26/2016 10:01:57 AM,06 BROOKLYN,BROOKLYN,981506,186985,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67990696888802,-74.00989312264898,"(40.67990696888802, -74.00989312264898)"
33692284,06/26/2016 10:52:00 PM,07/03/2016 02:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11231,89 DOUGLASS STREET,DOUGLASS STREET,SMITH ST,HOYT ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2016 02:15:00 PM,06 BROOKLYN,BROOKLYN,986580,188169,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.683156898392085,-73.9915990892256,"(40.683156898392085, -73.9915990892256)"
33692358,06/26/2016 02:35:31 AM,06/26/2016 02:46:58 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11231,9 DWIGHT STREET,DWIGHT STREET,DELEVAN STREET,VERONA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/26/2016 10:35:31 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/26/2016 02:46:58 AM,06 BROOKLYN,BROOKLYN,982511,186435,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67839759796297,-74.00626958851551,"(40.67839759796297, -74.00626958851551)"
33695079,06/26/2016 11:12:33 AM,06/26/2016 11:22:53 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11231,215 UNION STREET,UNION STREET,HENRY STREET,CLINTON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/26/2016 07:12:33 PM,The Police Department responded to the complaint and took action to fix the condition.,06/26/2016 11:22:53 AM,06 BROOKLYN,BROOKLYN,984470,188235,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.683338357285194,-73.99920677879966,"(40.683338357285194, -73.99920677879966)"
33698288,06/27/2016 06:43:49 AM,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11231,,,,,SACKETT STREET,SMITH STREET,INTERSECTION,BROOKLYN,,N/A,Open,07/07/2016 06:43:49 AM,Your complaint has been submitted to the New York City Economic Development Corporation for further investigation. Status will be available in 10 business days.,,06 BROOKLYN,BROOKLYN,986058,187847,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68227320373314,-73.9934812680715,"(40.68227320373314, -73.9934812680715)"
33704570,06/27/2016 07:55:35 PM,06/27/2016 09:33:39 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11231,330 VAN BRUNT STREET,VAN BRUNT STREET,PIONEER STREET,KING STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/28/2016 03:55:35 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/27/2016 09:33:39 PM,06 BROOKLYN,BROOKLYN,981086,186523,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6786387434054,-74.01140715919026,"(40.6786387434054, -74.01140715919026)"
33704964,06/27/2016 10:32:00 AM,07/06/2016 12:30:00 PM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11231,175 DIKEMAN STREET,DIKEMAN STREET,CONOVER ST,FERRIS ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection observed a violation of the New York City Air/Noise Code at the time of inspection and issued a notice of violation.,07/06/2016 12:30:00 PM,06 BROOKLYN,BROOKLYN,979892,186383,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67825396779016,-74.0157117930007,"(40.67825396779016, -74.0157117930007)"
33706171,06/28/2016 10:26:00 AM,06/29/2016 10:27:00 AM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11231,295 SMITH STREET,SMITH STREET,SACKETT ST,UNION ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection closed or canceled this complaint at the complainant's request.,06/29/2016 10:27:00 AM,06 BROOKLYN,BROOKLYN,985996,187721,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68192737484613,-73.99370484130436,"(40.68192737484613, -73.99370484130436)"
33709934,06/28/2016 10:08:00 AM,07/15/2016 01:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11231,93 DOUGLASS STREET,DOUGLASS STREET,SMITH ST,HOYT ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/15/2016 01:00:00 PM,06 BROOKLYN,BROOKLYN,986610,188154,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6831157188622,-73.9914909282467,"(40.6831157188622, -73.9914909282467)"
33710030,06/29/2016 12:30:13 AM,06/29/2016 01:36:05 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11231,17 LORRAINE STREET,LORRAINE STREET,OTSEGO STREET,COLUMBIA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/29/2016 08:30:13 AM,The Police Department responded to the complaint and took action to fix the condition.,06/29/2016 01:36:05 AM,06 BROOKLYN,BROOKLYN,981726,185196,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6749966335931,-74.0090992722659,"(40.6749966335931, -74.0090992722659)"
33710062,06/28/2016 05:57:05 PM,06/28/2016 06:31:49 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,80 DWIGHT STREET,DWIGHT STREET,VERONA STREET,BUSH STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/29/2016 01:57:05 AM,The Police Department responded to the complaint and took action to fix the condition.,06/28/2016 06:31:49 PM,06 BROOKLYN,BROOKLYN,981804,185640,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.676215335436034,-74.00881823560762,"(40.676215335436034, -74.00881823560762)"
33711127,06/28/2016 11:06:11 PM,06/28/2016 11:57:42 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11231,145 PIONEER STREET,PIONEER STREET,VAN BRUNT STREET,IMLAY STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/29/2016 07:06:11 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/28/2016 11:57:42 PM,06 BROOKLYN,BROOKLYN,981114,186686,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.679086151459934,-74.01130628673043,"(40.679086151459934, -74.01130628673043)"
33713846,06/28/2016 10:53:13 PM,06/29/2016 04:05:42 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11231,333 COURT STREET,COURT STREET,SACKETT STREET,UNION STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/29/2016 06:53:13 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/29/2016 04:05:42 AM,06 BROOKLYN,BROOKLYN,985443,188023,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68275638792135,-73.995698615301,"(40.68275638792135, -73.995698615301)"
33716804,06/30/2016 01:48:22 AM,06/30/2016 02:29:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11231,116 4 PLACE,4 PLACE,COURT STREET,NYCTA SUBWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/30/2016 09:48:22 AM,The Police Department responded to the complaint and took action to fix the condition.,06/30/2016 02:29:14 AM,06 BROOKLYN,BROOKLYN,984949,186179,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.677695079071945,-73.99747993317753,"(40.677695079071945, -73.99747993317753)"
33719403,06/30/2016 01:57:49 AM,06/30/2016 02:29:11 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11231,116 4 PLACE,4 PLACE,COURT STREET,NYCTA SUBWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/30/2016 09:57:49 AM,The Police Department responded to the complaint and took action to fix the condition.,06/30/2016 02:29:12 AM,06 BROOKLYN,BROOKLYN,984949,186179,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.677695079071945,-73.99747993317753,"(40.677695079071945, -73.99747993317753)"
33721335,06/29/2016 08:05:04 PM,06/30/2016 07:36:43 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11231,28 WEST 9 STREET,WEST 9 STREET,COLUMBIA STREET,HICKS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/30/2016 04:05:04 AM,The Police Department responded to the complaint and took action to fix the condition.,06/30/2016 07:36:44 PM,06 BROOKLYN,BROOKLYN,982718,185895,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.676915458257454,-74.00552317201974,"(40.676915458257454, -74.00552317201974)"
33724521,07/01/2016 12:31:48 AM,07/01/2016 03:39:53 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11231,9 DWIGHT STREET,DWIGHT STREET,DELEVAN STREET,VERONA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/01/2016 08:31:48 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/01/2016 03:39:53 AM,06 BROOKLYN,BROOKLYN,982511,186435,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67839759796297,-74.00626958851551,"(40.67839759796297, -74.00626958851551)"
33726032,07/01/2016 01:01:38 AM,07/01/2016 01:54:50 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11231,28 WEST 9 STREET,WEST 9 STREET,COLUMBIA STREET,HICKS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/01/2016 09:01:38 AM,The Police Department responded to the complaint and determined that police action was not necessary.,07/01/2016 01:54:50 PM,06 BROOKLYN,BROOKLYN,982718,185895,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.676915458257454,-74.00552317201974,"(40.676915458257454, -74.00552317201974)"
33726751,06/30/2016 11:45:00 PM,07/08/2016 09:57:00 PM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11231,610 HENRY STREET,HENRY STREET,RAPELYE ST,3 PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. A message was left for the complainant at the phone number provided.,07/08/2016 09:57:00 PM,06 BROOKLYN,BROOKLYN,983868,187044,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68006932757277,-74.00137725293179,"(40.68006932757277, -74.00137725293179)"
33727317,06/30/2016 03:56:39 PM,06/30/2016 08:27:15 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,80 DWIGHT STREET,DWIGHT STREET,VERONA STREET,BUSH STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/30/2016 11:56:39 PM,The Police Department responded to the complaint and took action to fix the condition.,06/30/2016 08:27:15 PM,06 BROOKLYN,BROOKLYN,981804,185640,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.676215335436034,-74.00881823560762,"(40.676215335436034, -74.00881823560762)"
33730474,07/01/2016 12:33:14 AM,07/01/2016 03:39:55 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11231,1 COMMERCE STREET,COMMERCE STREET,COLUMBIA STREET,RICHARDS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/01/2016 08:33:14 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/01/2016 03:39:55 AM,06 BROOKLYN,BROOKLYN,982638,186721,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.679182627251905,-74.00581178588604,"(40.679182627251905, -74.00581178588604)"
33731396,06/30/2016 10:05:49 PM,07/01/2016 12:51:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,120 DIKEMAN STREET,DIKEMAN STREET,VAN BRUNT STREET,CONOVER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/01/2016 06:05:49 AM,The Police Department responded to the complaint and took action to fix the condition.,07/01/2016 12:51:55 AM,06 BROOKLYN,BROOKLYN,980386,185950,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67706571008763,-74.01393053840843,"(40.67706571008763, -74.01393053840843)"
33733238,07/01/2016 07:12:59 PM,07/01/2016 10:36:29 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,9A DWIGHT STREET,DWIGHT STREET,DELEVAN STREET,VERONA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 03:12:59 AM,The Police Department responded to the complaint and took action to fix the condition.,07/01/2016 10:36:29 PM,06 BROOKLYN,BROOKLYN,982511,186435,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67839759796297,-74.00626958851551,"(40.67839759796297, -74.00626958851551)"
33735420,07/01/2016 10:58:00 PM,07/05/2016 01:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11231,291 COURT STREET,COURT STREET,DOUGLASS ST,DE GRAW ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/05/2016 01:00:00 PM,06 BROOKLYN,BROOKLYN,985632,188536,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68416442848371,-73.99501706691154,"(40.68416442848371, -73.99501706691154)"
33735945,07/01/2016 11:12:02 PM,07/02/2016 02:39:28 AM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,11231,292 COURT STREET,COURT STREET,DOUGLASS STREET,DE GRAW STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 07:12:02 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/02/2016 02:39:05 AM,06 BROOKLYN,BROOKLYN,985622,188526,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6841369823214,-73.99505312490342,"(40.6841369823214, -73.99505312490342)"
33737201,07/01/2016 11:30:38 AM,07/01/2016 04:51:26 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11231,365 BOND STREET,BOND STREET,1 STREET,2 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/01/2016 07:30:38 PM,The Police Department responded to the complaint and took action to fix the condition.,07/01/2016 04:51:26 PM,06 BROOKLYN,BROOKLYN,986755,186296,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67801589078201,-73.99096881578231,"(40.67801589078201, -73.99096881578231)"
33737890,07/01/2016 10:24:51 PM,07/01/2016 11:14:47 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,9 LORRAINE STREET,LORRAINE STREET,OTSEGO STREET,COLUMBIA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 06:24:51 AM,The Police Department responded to the complaint and took action to fix the condition.,07/01/2016 11:14:47 PM,06 BROOKLYN,BROOKLYN,981662,185217,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67505425538605,-74.00933000672438,"(40.67505425538605, -74.00933000672438)"
33737924,07/01/2016 11:20:54 PM,07/02/2016 02:39:26 AM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,11231,292 COURT STREET,COURT STREET,DOUGLASS STREET,DE GRAW STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 07:20:54 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/02/2016 02:38:48 AM,06 BROOKLYN,BROOKLYN,985622,188526,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6841369823214,-73.99505312490342,"(40.6841369823214, -73.99505312490342)"
33740387,07/02/2016 06:01:19 AM,07/02/2016 06:31:26 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11231,177 DIKEMAN STREET,DIKEMAN STREET,CONOVER STREET,FERRIS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 02:01:19 PM,The Police Department responded to the complaint and determined that police action was not necessary.,07/02/2016 06:31:26 AM,06 BROOKLYN,BROOKLYN,979878,186396,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67828964294528,-74.01576227529777,"(40.67828964294528, -74.01576227529777)"
33741502,07/02/2016 12:02:00 PM,07/09/2016 08:30:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11231,,,,,5 STREET,HOYT STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/09/2016 08:30:00 AM,06 BROOKLYN,BROOKLYN,985753,185781,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67660255896065,-73.99458140430961,"(40.67660255896065, -73.99458140430961)"
