,index,TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,dt
730,10,3:35 AM,64.4,48.2,56,30.05,10,West,5.8,-,,,Clear,280,11-06-2016 07:55
731,11,3:55 AM,62.6,48.2,59,30.05,10,SW,3.5,-,,,Clear,230,11-06-2016 08:00
732,12,4:00 AM,62.6,48.2,59,30.04,10,WSW,3.5,-,,,Clear,250,11-06-2016 08:35
733,13,4:35 AM,62.6,48.2,59,30.04,10,West,4.6,-,,,Clear,260,11-06-2016 08:55
734,14,4:55 AM,62.6,48.2,59,30.04,10,West,4.6,-,,,Clear,280,11-06-2016 09:00
735,15,5:00 AM,62.6,50,63,30.04,10,West,5.8,-,,,Clear,260,11-06-2016 09:35
736,16,5:35 AM,62.6,48.2,59,30.04,10,West,4.6,-,,,Clear,280,11-06-2016 09:55
737,17,5:55 AM,62.6,48.2,59,30.03,10,SW,3.5,-,,,Clear,220,11-06-2016 10:00
738,18,6:00 AM,62.6,46.4,55,30.02,10,West,4.6,-,,,Clear,260,11-06-2016 10:35
739,19,6:35 AM,62.6,48.2,59,30.02,10,Calm,Calm,-,,,Clear,0,11-06-2016 10:55
740,20,6:55 AM,62.6,48.2,59,30.01,10,WSW,3.5,-,,,Clear,240,11-06-2016 11:00
741,21,7:00 AM,64.4,44.6,49,30.02,10,WSW,4.6,-,,,Mostly Cloudy,240,11-06-2016 11:35
742,22,7:35 AM,64.4,44.6,49,30.02,10,WSW,3.5,-,,,Mostly Cloudy,240,11-06-2016 11:55
743,23,7:55 AM,66.2,42.8,43,30.01,10,West,3.5,-,,,Mostly Cloudy,280,11-06-2016 12:00
744,24,8:00 AM,66.2,44.6,46,30,10,West,3.5,-,,,Partly Cloudy,270,11-06-2016 12:35
745,25,8:35 AM,68,44.6,43,30,10,WNW,3.5,-,,,Clear,290,11-06-2016 12:55
746,26,8:55 AM,69.8,46.4,43,29.99,10,SW,3.5,-,,,Clear,230,11-06-2016 13:00
747,27,9:00 AM,71.6,48.2,43,29.99,10,WSW,8.1,-,,,Clear,240,11-06-2016 13:35
748,28,9:35 AM,71.6,50,46,29.97,10,SW,6.9,-,,,Clear,230,11-06-2016 13:55
749,29,9:55 AM,71.6,53.6,53,29.97,10,SW,6.9,-,,,Partly Cloudy,220,11-06-2016 14:00
750,30,10:00 AM,73.4,51.8,47,29.95,10,SW,4.6,17.3,,,Partly Cloudy,220,11-06-2016 14:35
751,31,10:35 AM,75.2,51.8,44,29.94,10,WSW,6.9,-,,,Clear,250,11-06-2016 14:55
752,32,10:55 AM,75.2,53.6,47,29.94,10,West,9.2,-,,,Clear,260,11-06-2016 15:00
753,33,11:00 AM,75.2,55.4,50,29.92,10,WSW,5.8,-,,,Clear,250,11-06-2016 15:35
754,34,11:35 AM,78.8,57.2,47,29.9,10,SSW,5.8,-,,,Partly Cloudy,210,11-06-2016 15:55
755,35,11:55 AM,78.8,57.2,47,29.88,9,SSW,9.2,-,,,Mostly Cloudy,210,11-06-2016 16:00
756,36,12:00 PM,78.8,57.2,47,29.87,9,SW,8.1,-,,,Partly Cloudy,230,11-06-2016 16:35
757,37,12:35 PM,78.8,60.8,54,29.86,9,WSW,8.1,18.4,,,Clear,240,11-06-2016 16:55
758,38,12:55 PM,78.8,60.8,54,29.85,10,WSW,9.2,25.3,,,Partly Cloudy,240,11-06-2016 17:00
759,39,1:00 PM,78.8,62.6,57,29.83,10,West,10.4,19.6,,,Mostly Cloudy,270,11-06-2016 17:35
760,40,1:35 PM,78.8,62.6,57,29.82,10,West,11.5,19.6,,,Mostly Cloudy,260,11-06-2016 17:55
761,41,1:55 PM,80.6,64.4,58,29.82,10,West,12.7,-,,,Partly Cloudy,270,11-06-2016 18:00
762,42,2:00 PM,82.4,64.4,54,29.81,10,West,13.8,28.8,,,Partly Cloudy,270,11-06-2016 18:35
763,43,2:35 PM,80.6,64.4,58,29.8,10,West,11.5,20.7,,,Scattered Clouds,270,11-06-2016 18:55
764,44,2:55 PM,82.4,64.4,54,29.79,10,West,10.4,24.2,,,Scattered Clouds,270,11-06-2016 19:00
765,45,3:00 PM,82.4,64.4,54,29.79,10,West,11.5,-,,,Scattered Clouds,270,11-06-2016 19:35
766,46,3:35 PM,84.2,64.4,51,29.78,10,West,16.1,24.2,,,Partly Cloudy,270,11-06-2016 19:55
767,47,3:55 PM,84.2,64.4,51,29.78,10,West,13.8,19.6,,,Scattered Clouds,270,11-06-2016 20:00
768,48,4:00 PM,84.2,64.4,51,29.76,10,West,12.7,16.1,,,Mostly Cloudy,280,11-06-2016 20:55
769,49,4:55 PM,87.8,64.4,46,29.74,10,West,12.7,19.6,,,Clear,270,11-06-2016 21:00
770,50,5:00 PM,87.8,64.4,46,29.73,10,West,12.7,24.2,,,Clear,270,11-06-2016 21:35
771,51,5:35 PM,87.8,64.4,46,29.72,10,West,12.7,-,,,Mostly Cloudy,270,11-06-2016 21:55
772,52,5:55 PM,87.8,64.4,46,29.71,10,West,12.7,-,,,Mostly Cloudy,270,11-06-2016 22:00
773,53,6:00 PM,87.8,64.4,46,29.71,10,West,17.3,25.3,,,Mostly Cloudy,280,11-06-2016 22:35
774,54,6:35 PM,87.8,66.2,49,29.71,10,West,13.8,23,,,Scattered Clouds,270,11-06-2016 22:55
775,55,6:55 PM,87.8,66.2,49,29.71,10,West,11.5,-,,,Clear,270,11-06-2016 23:00
776,56,7:00 PM,86,66.2,51,29.71,10,West,12.7,-,,,Clear,270,11-06-2016 23:35
777,57,7:35 PM,86,66.2,51,29.71,10,West,13.8,-,,,Mostly Cloudy,280,11-06-2016 23:55
778,58,7:55 PM,86,66.2,51,29.71,10,West,12.7,-,,,Mostly Cloudy,280,12-06-2016 00:00
779,59,8:00 PM,86,66.2,51,29.71,10,West,10.4,16.1,,,Clear,270,12-06-2016 00:35
780,60,8:35 PM,86,66.2,51,29.71,10,West,8.1,-,,,Mostly Cloudy,270,12-06-2016 00:55
781,61,8:55 PM,84.2,66.2,55,29.71,10,West,8.1,-,,,Mostly Cloudy,270,12-06-2016 01:00
782,62,9:00 PM,84.2,66.2,55,29.71,10,West,4.6,-,,,Mostly Cloudy,280,12-06-2016 01:35
783,63,9:35 PM,84.2,66.2,55,29.71,10,West,5.8,-,,,Scattered Clouds,270,12-06-2016 01:55
784,64,9:55 PM,84.2,64.4,51,29.72,10,West,9.2,-,,,Scattered Clouds,270,12-06-2016 02:00
785,65,10:00 PM,84.2,66.2,55,29.72,10,West,8.1,-,,,Scattered Clouds,270,12-06-2016 02:35
786,66,10:35 PM,84.2,66.2,55,29.73,10,WNW,3.5,-,,,Clear,290,12-06-2016 02:55
787,67,10:55 PM,82.4,66.2,58,29.73,10,NNW,3.5,-,,,Clear,340,12-06-2016 03:00
788,68,11:00 PM,84.2,66.2,55,29.73,10,Calm,Calm,-,,,Mostly Cloudy,0,12-06-2016 03:35
789,69,11:35 PM,82.4,66.2,58,29.73,10,West,4.6,-,,,Scattered Clouds,260,12-06-2016 03:55
790,70,11:55 PM,82.4,66.2,58,29.73,10,West,3.5,-,,,Scattered Clouds,270,12-06-2016 04:00
791,0,12:00 AM,82.4,66.2,58,29.74,10,West,4.6,-,,,Scattered Clouds,260,12-06-2016 04:35
792,1,12:35 AM,82.4,66.2,58,29.73,10,West,4.6,-,,,Partly Cloudy,270,12-06-2016 04:55
793,2,12:55 AM,80.6,66.2,61,29.73,10,West,5.8,-,,,Clear,260,12-06-2016 05:00
794,3,1:00 AM,80.6,66.2,61,29.72,10,West,4.6,-,,,Clear,270,12-06-2016 05:35
795,4,1:35 AM,80.6,66.2,61,29.72,10,West,6.9,-,,,Clear,270,12-06-2016 05:55
796,5,1:55 AM,80.6,64.4,58,29.71,10,SW,6.9,-,,,Clear,220,12-06-2016 06:00
797,6,2:00 AM,78.8,64.4,61,29.7,10,WSW,4.6,-,,,Clear,250,12-06-2016 06:35
798,7,2:35 AM,78.8,66.2,65,29.7,10,WSW,5.8,-,,,Clear,250,12-06-2016 06:55
799,8,2:55 AM,78.8,66.2,65,29.69,10,West,6.9,-,,,Clear,280,12-06-2016 07:00
800,9,3:00 AM,78.8,66.2,65,29.68,10,West,5.8,-,,,Clear,270,12-06-2016 07:35
801,10,3:35 AM,78.8,66.2,65,29.67,10,West,9.2,-,,,Clear,280,12-06-2016 07:55
802,11,3:55 AM,78.8,66.2,65,29.67,10,West,10.4,-,,,Clear,280,12-06-2016 08:00
803,12,4:00 AM,78.8,66.2,65,29.66,10,West,9.2,-,,,Clear,270,12-06-2016 08:35
804,13,4:35 AM,78.8,66.2,65,29.65,10,West,8.1,-,,,Clear,270,12-06-2016 08:55
805,14,4:55 AM,77,66.2,69,29.65,10,West,10.4,-,,,Clear,270,12-06-2016 09:00
806,15,5:00 AM,77,66.2,69,29.65,10,West,11.5,-,,,Clear,280,12-06-2016 09:35
807,16,5:35 AM,77,66.2,69,29.65,10,West,11.5,18.4,,,Clear,270,12-06-2016 09:55
808,17,5:55 AM,78.8,66.2,65,29.65,10,West,10.4,18.4,,,Clear,270,12-06-2016 10:00
809,18,6:00 AM,77,66.2,69,29.65,10,West,10.4,16.1,,,Clear,270,12-06-2016 10:35
810,19,6:35 AM,77,66.2,69,29.65,10,West,9.2,16.1,,,Clear,260,12-06-2016 10:55
811,20,6:55 AM,78.8,66.2,65,29.65,10,West,10.4,21.9,,,Clear,270,12-06-2016 11:00
812,21,7:00 AM,78.8,66.2,65,29.65,10,West,9.2,18.4,,,Clear,270,12-06-2016 11:35
813,22,7:35 AM,78.8,66.2,65,29.65,10,West,11.5,19.6,,,Clear,270,12-06-2016 11:55
814,23,7:55 AM,78.8,66.2,65,29.65,10,West,11.5,20.7,,,Clear,270,12-06-2016 12:00
815,24,8:00 AM,80.6,66.2,61,29.64,10,West,12.7,21.9,,,Clear,270,12-06-2016 12:35
816,25,8:35 AM,80.6,64.4,58,29.63,10,West,16.1,24.2,,,Clear,270,12-06-2016 12:55
817,26,8:55 AM,80.6,64.4,58,29.62,10,West,17.3,26.5,,,Partly Cloudy,270,12-06-2016 13:00
818,27,9:00 AM,82.4,62.6,51,29.62,10,West,5.8,20.7,,,Mostly Cloudy,280,12-06-2016 13:35
819,28,9:35 AM,82.4,59,45,29.62,10,Calm,Calm,-,,,Mostly Cloudy,0,12-06-2016 13:55
820,29,9:55 AM,84.2,57.2,40,29.62,10,WNW,5.8,-,,,Partly Cloudy,290,12-06-2016 14:00
821,30,10:00 AM,84.2,51.8,33,29.62,10,NW,5.8,-,,,Clear,310,12-06-2016 14:35
822,31,10:35 AM,86,50,29,29.62,10,North,4.6,-,,,Clear,350,12-06-2016 14:55
823,32,10:55 AM,86,46.4,25,29.62,10,NW,4.6,-,,,Clear,320,12-06-2016 15:00
824,33,11:00 AM,86,35.6,17,29.62,10,NNW,4.6,-,,,Clear,330,12-06-2016 15:35
825,34,11:35 AM,87.8,37.4,17,29.62,10,NNW,6.9,-,,,Clear,330,12-06-2016 15:55
826,35,11:55 AM,86,39.2,19,29.62,10,North,4.6,-,,,Clear,360,12-06-2016 16:00
827,36,12:00 PM,86,39.2,19,29.63,10,West,5.8,-,,,Clear,260,12-06-2016 16:35
828,37,12:35 PM,84.2,41,22,29.62,10,NW,4.6,18.4,,,Clear,310,12-06-2016 16:55
829,38,12:55 PM,84.2,42.8,23,29.62,10,NNW,3.5,-,,,Clear,330,12-06-2016 17:00
830,39,1:00 PM,84.2,41,22,29.61,10,Calm,Calm,-,,,Clear,0,12-06-2016 17:35
831,40,1:35 PM,84.2,39.2,20,29.61,10,West,6.9,-,,,Clear,270,12-06-2016 17:55
832,41,1:55 PM,84.2,42.8,23,29.61,10,Calm,Calm,-,,,Clear,0,12-06-2016 18:00
833,42,2:00 PM,84.2,42.8,23,29.62,10,WNW,3.5,-,,,Clear,290,12-06-2016 18:35
834,43,2:35 PM,84.2,42.8,23,29.63,10,North,6.9,42.6,,,Clear,360,12-06-2016 18:55
835,44,2:55 PM,84.2,46.4,27,29.62,10,WSW,3.5,-,,,Clear,240,12-06-2016 19:00
836,45,3:00 PM,84.2,44.6,25,29.63,10,NW,3.5,-,,,Clear,310,12-06-2016 19:35
837,46,3:35 PM,84.2,46.4,27,29.64,10,NW,3.5,-,,,Clear,320,12-06-2016 19:55
838,47,3:55 PM,82.4,44.6,26,29.65,10,NNW,6.9,-,,,Clear,330,12-06-2016 20:00
839,48,4:00 PM,82.4,46.4,28,29.66,10,WNW,3.5,-,,,Clear,290,12-06-2016 20:35
840,49,4:35 PM,82.4,46.4,28,29.66,10,WSW,3.5,-,,,Clear,250,12-06-2016 20:55
841,50,4:55 PM,82.4,46.4,28,29.67,10,WSW,4.6,-,,,Partly Cloudy,250,12-06-2016 21:00
842,51,5:00 PM,80.6,46.4,30,29.67,10,Calm,Calm,-,,,Mostly Cloudy,0,12-06-2016 21:35
843,52,5:35 PM,80.6,48.2,32,29.68,10,SSE,3.5,-,,,Partly Cloudy,150,12-06-2016 21:55
844,53,5:55 PM,80.6,46.4,30,29.69,10,SW,3.5,-,,,Clear,230,12-06-2016 22:00
845,54,6:00 PM,78.8,46.4,32,29.71,10,South,5.8,-,,,Clear,170,12-06-2016 22:35
846,55,6:35 PM,77,46.4,34,29.72,10,Calm,Calm,-,,,Clear,0,12-06-2016 22:55
847,56,6:55 PM,75.2,48.2,38,29.73,10,ESE,5.8,-,,,Clear,110,12-06-2016 23:00
848,57,7:00 PM,73.4,48.2,41,29.74,10,Calm,Calm,-,,,Clear,0,12-06-2016 23:35
849,58,7:35 PM,71.6,46.4,41,29.74,10,South,3.5,-,,,Partly Cloudy,180,12-06-2016 23:55
850,59,7:55 PM,71.6,46.4,41,29.75,10,SE,4.6,-,,,Partly Cloudy,130,13-06-2016 00:00
851,60,8:00 PM,69.8,46.4,43,29.75,10,South,3.5,-,,,Clear,170,13-06-2016 00:35
852,61,8:35 PM,69.8,46.4,43,29.75,10,East,4.6,-,,,Clear,80,13-06-2016 00:55
853,62,8:55 PM,68,46.4,46,29.77,10,Calm,Calm,-,,,Clear,0,13-06-2016 01:00
854,63,9:00 PM,68,46.4,46,29.77,10,SSE,6.9,-,,,Clear,150,13-06-2016 01:35
855,64,9:35 PM,68,48.2,49,29.78,10,ESE,5.8,-,,,Partly Cloudy,120,13-06-2016 01:55
856,65,9:55 PM,66.2,46.4,49,29.78,10,SSW,3.5,-,,,Scattered Clouds,200,13-06-2016 02:00
857,66,10:00 PM,66.2,46.4,49,29.79,10,SW,4.6,-,,,Mostly Cloudy,220,13-06-2016 02:35
858,67,10:35 PM,66.2,46.4,49,29.79,10,South,6.9,-,,,Scattered Clouds,180,13-06-2016 02:55
859,68,10:55 PM,64.4,48.2,56,29.8,10,NNE,3.5,-,,,Clear,30,13-06-2016 03:00
860,69,11:00 PM,64.4,46.4,52,29.8,10,West,3.5,-,,,Scattered Clouds,260,13-06-2016 03:35
861,70,11:35 PM,64.4,46.4,52,29.81,10,Calm,Calm,-,,,Scattered Clouds,0,13-06-2016 03:55
862,71,11:55 PM,64.4,48.2,56,29.8,10,SSE,3.5,-,,,Mostly Cloudy,160,13-06-2016 04:00
863,0,12:00 AM,64.4,48.2,56,29.8,10,West,3.5,-,,,Mostly Cloudy,280,13-06-2016 04:35
864,1,12:35 AM,64.4,48.2,56,29.8,10,NNW,4.6,-,,,Mostly Cloudy,330,13-06-2016 04:55
865,2,12:55 AM,64.4,48.2,56,29.8,10,West,4.6,-,,,Mostly Cloudy,270,13-06-2016 05:00
866,3,1:00 AM,64.4,48.2,56,29.8,10,West,4.6,-,,,Mostly Cloudy,270,13-06-2016 05:35
867,4,1:35 AM,64.4,48.2,56,29.8,10,SW,3.5,-,,,Partly Cloudy,220,13-06-2016 05:55
868,5,1:55 AM,62.6,48.2,59,29.8,10,Calm,Calm,-,,,Clear,0,13-06-2016 06:00
869,6,2:00 AM,62.6,48.2,59,29.8,10,West,3.5,-,,,Clear,270,13-06-2016 06:35
870,7,2:35 AM,62.6,46.4,55,29.81,10,NW,4.6,-,,,Clear,310,13-06-2016 06:55
871,8,2:55 AM,62.6,46.4,55,29.81,10,Calm,Calm,-,,,Scattered Clouds,0,13-06-2016 07:00
872,9,3:00 AM,60.8,46.4,59,29.81,10,NW,4.6,-,,,Scattered Clouds,310,13-06-2016 07:35
873,10,3:35 AM,60.8,46.4,59,29.82,10,Calm,Calm,-,,,Scattered Clouds,0,13-06-2016 07:55
874,11,3:55 AM,60.8,46.4,59,29.82,10,North,3.5,-,,,Scattered Clouds,350,13-06-2016 08:00
875,12,4:00 AM,60.8,46.4,59,29.82,10,Calm,Calm,-,,,Partly Cloudy,0,13-06-2016 08:35
876,13,4:35 AM,60.8,48.2,63,29.83,10,WNW,3.5,-,,,Partly Cloudy,300,13-06-2016 08:55
877,14,4:55 AM,60.8,46.4,59,29.83,10,Calm,Calm,-,,,Partly Cloudy,0,13-06-2016 09:00
878,15,5:00 AM,60.8,46.4,59,29.84,10,Calm,Calm,-,,,Clear,0,13-06-2016 09:35
879,16,5:35 AM,59,46.4,63,29.85,10,West,4.6,-,,,Partly Cloudy,260,13-06-2016 09:55
880,17,5:55 AM,60.8,48.2,63,29.86,10,SW,3.5,-,,,Scattered Clouds,220,13-06-2016 10:00
881,18,6:00 AM,60.8,48.2,63,29.86,10,North,3.5,-,,,Scattered Clouds,10,13-06-2016 10:35
882,19,6:35 AM,59,46.4,63,29.86,10,Calm,Calm,-,,,Scattered Clouds,0,13-06-2016 10:55
883,20,6:55 AM,60.8,48.2,63,29.86,10,Calm,Calm,-,,,Partly Cloudy,0,13-06-2016 11:00
884,21,7:00 AM,60.8,48.2,63,29.85,10,South,4.6,39.1,,,Partly Cloudy,190,13-06-2016 11:35
885,22,7:35 AM,60.8,46.4,59,29.86,10,NW,6.9,55.2,,,Partly Cloudy,320,13-06-2016 11:55
886,23,7:55 AM,60.8,48.2,63,29.86,10,NE,3.5,-,,,Clear,50,13-06-2016 12:00
887,24,8:00 AM,60.8,46.4,59,29.87,10,SSW,5.8,-,,,Partly Cloudy,200,13-06-2016 12:35
888,25,8:35 AM,62.6,48.2,59,29.88,10,SW,4.6,-,,,Clear,220,13-06-2016 12:55
889,26,8:55 AM,62.6,48.2,59,29.88,10,WNW,3.5,-,,,Clear,290,13-06-2016 13:00
890,27,9:00 AM,64.4,48.2,56,29.89,10,WSW,4.6,-,,,Clear,240,13-06-2016 13:35
891,28,9:35 AM,64.4,48.2,56,29.89,10,WSW,4.6,-,,,Partly Cloudy,240,13-06-2016 13:55
892,29,9:55 AM,66.2,48.2,52,29.89,10,WSW,6.9,-,,,Clear,240,13-06-2016 14:00
893,30,10:00 AM,69.8,48.2,46,29.88,10,WNW,3.5,-,,,Clear,290,13-06-2016 14:35
894,31,10:35 AM,69.8,48.2,46,29.88,10,West,4.6,-,,,Clear,270,13-06-2016 14:55
895,32,10:55 AM,69.8,48.2,46,29.87,10,NW,3.5,-,,,Clear,310,13-06-2016 15:00
896,33,11:00 AM,71.6,48.2,43,29.87,10,West,5.8,-,,,Clear,280,13-06-2016 15:35
897,34,11:35 AM,71.6,48.2,43,29.86,10,West,6.9,-,,,Clear,280,13-06-2016 15:55
898,35,11:55 AM,71.6,48.2,43,29.85,10,Calm,Calm,-,,,Clear,0,13-06-2016 16:00
899,36,12:00 PM,71.6,48.2,43,29.84,10,SSE,4.6,-,,,Clear,160,13-06-2016 16:35
900,37,12:35 PM,73.4,48.2,41,29.84,10,West,5.8,-,,,Clear,270,13-06-2016 16:55
901,38,12:55 PM,73.4,48.2,41,29.84,10,WNW,6.9,-,,,Clear,290,13-06-2016 17:00
902,39,1:00 PM,75.2,48.2,38,29.83,10,SW,3.5,-,,,Clear,220,13-06-2016 17:35
903,40,1:35 PM,75.2,48.2,38,29.83,10,NW,4.6,-,,,Clear,310,13-06-2016 17:55
904,41,1:55 PM,75.2,48.2,38,29.82,10,West,5.8,-,,,Clear,260,13-06-2016 18:00
905,42,2:00 PM,75.2,48.2,38,29.81,10,SW,4.6,-,,,Clear,220,13-06-2016 18:35
906,43,2:35 PM,75.2,48.2,38,29.8,10,WNW,6.9,-,,,Clear,300,13-06-2016 18:55
907,44,2:55 PM,75.2,50,41,29.79,10,West,4.6,-,,,Clear,280,13-06-2016 19:00
908,45,3:00 PM,75.2,48.2,38,29.79,10,WNW,9.2,49.5,,,Clear,300,13-06-2016 19:35
909,46,3:35 PM,77,48.2,36,29.8,10,WNW,5.8,46,,,Clear,290,13-06-2016 19:55
910,47,3:55 PM,75.2,48.2,38,29.8,10,North,3.5,-,,,Clear,10,13-06-2016 20:00
911,48,4:00 PM,75.2,48.2,38,29.79,10,North,8.1,-,,,Clear,350,13-06-2016 20:35
912,49,4:35 PM,75.2,48.2,38,29.8,10,NNW,3.5,-,,,Clear,340,13-06-2016 20:55
913,50,4:55 PM,73.4,50,44,29.8,10,WNW,4.6,-,,,Clear,290,13-06-2016 21:00
914,51,5:00 PM,73.4,50,44,29.79,10,West,4.6,-,,,Clear,270,13-06-2016 21:35
915,52,5:35 PM,73.4,51.8,47,29.78,10,WSW,5.8,-,,,Clear,240,13-06-2016 21:55
916,53,5:55 PM,73.4,51.8,47,29.79,10,WSW,5.8,-,,,Clear,250,13-06-2016 22:00
917,54,6:00 PM,73.4,51.8,47,29.79,10,NW,4.6,-,,,Clear,320,13-06-2016 22:35
918,55,6:35 PM,71.6,50,46,29.8,10,WNW,3.5,-,,,Clear,290,13-06-2016 22:55
919,56,6:55 PM,71.6,50,46,29.8,10,Calm,Calm,-,,,Clear,0,13-06-2016 23:00
920,57,7:00 PM,71.6,50,46,29.8,10,Calm,Calm,-,,,Clear,0,13-06-2016 23:35
921,58,7:35 PM,69.8,50,49,29.8,10,WNW,3.5,-,,,Clear,290,13-06-2016 23:55
922,59,7:55 PM,69.8,51.8,53,29.81,10,Calm,Calm,-,,,Clear,0,14-06-2016 00:00
923,60,8:00 PM,69.8,51.8,53,29.81,10,Calm,Calm,-,,,Clear,0,14-06-2016 00:35
924,61,8:35 PM,68,51.8,56,29.81,10,Calm,Calm,-,,,Clear,0,14-06-2016 00:55
925,62,8:55 PM,68,51.8,56,29.81,10,Calm,Calm,-,,,Scattered Clouds,0,14-06-2016 01:00
926,63,9:00 PM,68,51.8,56,29.82,10,Calm,Calm,-,,,Scattered Clouds,0,14-06-2016 01:35
927,64,9:35 PM,68,50,52,29.82,10,Calm,Calm,-,,,Mostly Cloudy,0,14-06-2016 01:55
928,65,9:55 PM,68,51.8,56,29.83,10,West,3.5,-,,,Overcast,280,14-06-2016 02:00
929,66,10:00 PM,66.2,51.8,60,29.83,10,SW,3.5,-,,,Overcast,220,14-06-2016 02:35
930,67,10:35 PM,66.2,51.8,60,29.83,10,SE,3.5,-,,,Overcast,130,14-06-2016 02:55
931,68,10:55 PM,66.2,51.8,60,29.84,10,Calm,Calm,-,,,Overcast,0,14-06-2016 03:00
932,69,11:00 PM,66.2,50,56,29.83,10,Calm,Calm,-,,,Overcast,0,14-06-2016 03:35
933,70,11:35 PM,66.2,50,56,29.84,10,West,6.9,-,,,Overcast,260,14-06-2016 03:55
934,71,11:55 PM,66.2,50,56,29.84,10,WSW,4.6,-,,,Overcast,250,14-06-2016 04:00
935,0,12:00 AM,66.2,50,56,29.85,10,SSE,3.5,-,,,Overcast,160,14-06-2016 04:35
936,1,12:35 AM,66.2,50,56,29.85,10,NW,3.5,-,,,Overcast,310,14-06-2016 04:55
937,2,12:55 AM,66.2,51.8,60,29.85,10,Calm,Calm,-,,,Overcast,0,14-06-2016 05:00
938,3,1:00 AM,66.2,51.8,60,29.86,10,West,8.1,34.5,,,Overcast,270,14-06-2016 05:35
939,4,1:35 AM,66.2,51.8,60,29.87,10,Calm,Calm,-,,,Overcast,0,14-06-2016 05:55
940,5,1:55 AM,64.4,50,59,29.86,10,Calm,Calm,-,,,Overcast,0,14-06-2016 06:00
941,6,2:00 AM,64.4,50,59,29.86,10,Calm,Calm,-,,,Mostly Cloudy,0,14-06-2016 06:35
942,7,2:35 AM,64.4,50,59,29.86,10,Calm,Calm,-,,,Partly Cloudy,0,14-06-2016 06:55
943,8,2:55 AM,64.4,51.8,64,29.86,10,SSW,4.6,-,,,Clear,210,14-06-2016 07:00
944,9,3:00 AM,62.6,50,63,29.86,10,SE,3.5,-,,,Clear,140,14-06-2016 07:35
945,10,3:35 AM,62.6,48.2,59,29.86,10,SW,3.5,-,,,Clear,220,14-06-2016 07:55
946,11,3:55 AM,62.6,50,63,29.87,10,West,3.5,-,,,Clear,260,14-06-2016 08:00
947,12,4:00 AM,62.6,50,63,29.88,10,WSW,3.5,-,,,Clear,250,14-06-2016 08:35
948,13,4:35 AM,62.6,50,63,29.89,10,Calm,Calm,-,,,Clear,0,14-06-2016 08:55
949,14,4:55 AM,60.8,50,68,29.9,10,WSW,3.5,-,,,Clear,250,14-06-2016 09:00
950,15,5:00 AM,60.8,51.8,72,29.91,10,West,3.5,-,,,Clear,260,14-06-2016 09:35
951,16,5:35 AM,60.8,51.8,72,29.92,10,SW,3.5,-,,,Clear,230,14-06-2016 09:55
952,17,5:55 AM,60.8,50,68,29.92,10,Calm,Calm,-,,,Clear,0,14-06-2016 10:00
953,18,6:00 AM,60.8,50,68,29.93,10,SE,3.5,-,,,Clear,140,14-06-2016 10:35
954,19,6:35 AM,60.8,50,68,29.93,10,WSW,5.8,-,,,Clear,250,14-06-2016 10:55
955,20,6:55 AM,60.8,50,68,29.93,10,WSW,5.8,-,,,Clear,250,14-06-2016 11:00
956,21,7:00 AM,60.8,50,68,29.94,10,Calm,Calm,-,,,Clear,0,14-06-2016 11:35
957,22,7:35 AM,60.8,48.2,63,29.94,10,SW,5.8,-,,,Clear,230,14-06-2016 11:55
958,23,7:55 AM,62.6,48.2,59,29.95,10,West,5.8,-,,,Clear,270,14-06-2016 12:00
959,24,8:00 AM,62.6,48.2,59,29.95,10,Calm,Calm,-,,,Clear,0,14-06-2016 12:35
960,25,8:35 AM,62.6,46.4,55,29.95,10,ENE,4.6,-,,,Clear,70,14-06-2016 12:55
961,26,8:55 AM,64.4,48.2,56,29.95,8,Calm,Calm,-,,,Clear,0,14-06-2016 13:00
962,27,9:00 AM,66.2,46.4,49,29.95,10,SW,3.5,-,,,Clear,220,14-06-2016 13:35
963,28,9:35 AM,68,44.6,43,29.95,10,SW,3.5,-,,,Clear,220,14-06-2016 13:55
964,29,9:55 AM,69.8,39.2,33,29.95,10,WNW,3.5,-,,,Clear,290,14-06-2016 14:00
965,30,10:00 AM,71.6,42.8,35,29.95,10,NE,3.5,-,,,Clear,50,14-06-2016 14:35
966,31,10:35 AM,71.6,41,33,29.95,10,WNW,4.6,-,,,Clear,300,14-06-2016 14:55
967,32,10:55 AM,73.4,41,31,29.94,10,WSW,4.6,-,,,Clear,250,14-06-2016 15:00
968,33,11:00 AM,73.4,39.2,29,29.95,10,WSW,3.5,-,,,Clear,250,14-06-2016 15:35
969,34,11:35 AM,73.4,39.2,29,29.94,10,Calm,Calm,-,,,Clear,0,14-06-2016 15:55
970,35,11:55 AM,73.4,41,31,29.94,10,NW,4.6,-,,,Clear,310,14-06-2016 16:00
971,36,12:00 PM,75.2,41,29,29.94,10,SW,8.1,-,,,Clear,230,14-06-2016 16:35
972,37,12:35 PM,75.2,39.2,27,29.94,10,WNW,3.5,-,,,Clear,290,14-06-2016 16:55
973,38,12:55 PM,75.2,41,29,29.93,10,Calm,Calm,-,,,Clear,0,14-06-2016 17:00
974,39,1:00 PM,77,42.8,29,29.93,10,NNW,3.5,-,,,Clear,330,14-06-2016 17:35
